,序号,客队半场得分,客队球衣颜色,赢球平均欧指数,客队名称,本场比赛序号,主队盘路名称,客队盘路名称,盘路,status,平球平均欧指,主队ID,比赛时间,澳门盘口,输球平均欧指,主队本轮排名,主队名称,客队得分,主队得分,主队半场得分,轮次,客队本轮排名
3741,0,lblue,2.33,乌迪内斯,1276,371896,博洛尼亚,乌迪内斯,输半,5,3.14,707,2012-11-04 22:00,平手/半球,3.05,19,博洛尼亚,1,1,0,11,9
3742,0,lred,2.41,拉齐奥,964,371897,卡塔尼,拉齐奥,赢,5,3.15,923,2012-11-04 22:00,平手/半球,2.92,11,卡塔尼亚,0,4,3,11,4
3743,1,lred,1.56,卡利亚里,917,371898,佛罗伦萨,卡利亚,赢,5,3.64,803,2012-11-04 22:00,一球,6.37,5,佛罗伦萨,1,4,1,11,8
3744,0,lblue,1.53,都灵,776,371901,那不勒斯,都  灵,输,5,3.80,1125,2012-11-04 22:00,一球,6.37,3,那不勒斯,1,1,1,11,13
3745,1,lblue,2.24,亚特兰大,1308,371904,桑普多,亚特兰大,输,5,3.09,468,2012-11-04 22:00,平手/半球,3.26,14,桑普多利亚,2,1,0,11,10
3746,0,lred,2.13,热那亚,1179,371905,锡耶纳,热那亚,赢,5,3.17,1294,2012-11-04 22:00,平手/半球,3.43,20,锡耶纳,0,1,0,11,16
3747,0,lred,1.53,巴勒莫,645,371903,罗 马,巴勒莫,赢,5,4.28,1032,2012-11-05 03:45,一球,5.38,10,罗马,1,4,2,11,19
3748,0,lblue,2.15,卡塔尼亚,923,371907,卡利亚,卡塔尼,输半,5,3.16,917,2012-11-11 01:00,平手/半球,3.40,12,卡利亚里,0,0,0,12,7
3749,5,lblue,9.81,尤文图斯,1330,371914,佩斯卡,尤文图斯,输,5,4.57,1156,2012-11-11 03:45,受球半,1.33,14,佩斯卡拉,6,1,1,12,1
3750,0,lred,2.07,桑普多利亚,468,371912,巴勒莫,桑普多,赢,5,3.15,645,2012-11-11 19:30,半球,3.64,19,巴勒莫,0,2,0,12,15
3751,1,lgreen,2.44,乌迪内斯,1276,371908,切 沃,乌迪内斯,走盘,5,3.06,1174,2012-11-11 22:00,平手,2.94,16,切沃,2,2,1,12,11
3752,0,lblue,3.96,那不勒斯,1125,371909,热那亚,那不勒斯,输,5,3.26,1179,2012-11-11 22:00,受半球,1.94,17,热那亚,4,2,1,12,3
3753,1,lred,2.56,罗马,1032,371910,拉齐奥,罗 马,赢,5,3.46,964,2012-11-11 22:00,平手,2.53,5,拉齐奥,2,3,2,12,6
3754,2,lblue,2.00,佛罗伦萨,803,371911,AC米兰,佛罗伦萨,输,5,3.23,210,2012-11-11 22:00,半球,3.74,10,AC米兰,3,1,0,12,4
3755,0,lblue,1.75,锡耶纳,1294,371913,帕尔马,锡耶纳,输,5,3.34,1149,2012-11-11 22:00,半球/一球,4.91,8,帕尔马,0,0,0,12,20
3756,0,lred,1.95,博洛尼亚,707,371915,都  灵,博洛尼亚,赢,5,3.19,776,2012-11-11 22:00,半球,4.01,13,都灵,0,1,0,12,18
3757,0,lred,3.23,国际米兰,846,371906,亚特兰大,国际米兰,赢,5,3.18,1308,2012-11-12 03:45,受平手/半球,2.21,10,亚特兰大,2,3,1,12,2
3758,0,lblue,1.49,拉齐奥,964,371920,尤文图斯,拉齐奥,输,5,4.01,1330,2012-11-18 01:00,一球,6.63,1,尤文图斯,0,0,0,13,5
3759,1,lblue,1.86,AC米兰,210,371921,那不勒斯,AC米兰,输,5,3.47,1125,2012-11-18 03:45,半球,4.01,3,那不勒斯,2,2,2,13,13
3760,0,lred,2.22,巴勒莫,645,371916,博洛尼亚,巴勒莫,赢,5,3.11,707,2012-11-18 22:00,平手/半球,3.29,19,博洛尼亚,0,3,2,13,14
3761,0,lred,1.79,切沃,1174,371917,卡塔尼,切 沃,赢,5,3.36,923,2012-11-18 22:00,半球,4.58,8,卡塔尼亚,1,2,0,13,15
3762,1,lred,1.60,亚特兰大,1308,371918,佛罗伦萨,亚特兰大,赢,5,3.60,803,2012-11-18 22:00,半球/一球,5.86,4,佛罗伦萨,1,4,3,13,6
3763,1,lblue,1.54,卡利亚里,917,371919,国际米兰,卡利亚,输,5,3.80,846,2012-11-18 22:00,一球,6.13,2,国际米兰,2,2,1,13,11
3764,0,lred,1.74,佩斯卡拉,1156,371924,锡耶纳,佩斯卡,赢半,5,3.42,1294,2012-11-18 22:00,半球/一球,4.79,20,锡耶纳,0,1,1,13,16
3765,0,lblue,2.06,帕尔马,1149,371925,乌迪内斯,帕尔马,输半,5,3.23,1276,2012-11-18 22:00,平手/半球,3.55,10,乌迪内斯,2,2,1,13,9
3766,0,lred,2.54,热那亚,1179,371923,桑普多,热那亚,赢,5,3.00,468,2012-11-19 03:45,平手,2.88,19,桑普多利亚,1,3,2,13,20
3767,0,lred,1.58,都灵,776,371922,罗 马,都  灵,赢,5,4.12,1032,2012-11-20 03:45,一球,5.01,8,罗马,0,2,0,13,13
3768,0,lred,2.32,卡塔尼亚,923,371931,巴勒莫,卡塔尼,赢,5,3.15,645,2012-11-25 03:45,平手/半球,3.08,16,巴勒莫,1,3,1,14,7
3769,1,lblue,1.80,热那亚,1179,371926,亚特兰大,热那亚,输,5,3.36,1308,2012-11-25 22:00,半球,4.50,8,亚特兰大,1,0,0,14,20
3770,0,lblue,2.08,锡耶纳,1294,371928,切 沃,锡耶纳,输半,5,3.13,1174,2012-11-25 22:00,平手/半球,3.61,17,切沃,0,0,0,14,19
3771,1,lgreen,5.17,罗马,1032,371933,佩斯卡,罗 马,走盘,5,4.33,1156,2012-11-25 22:00,受一球,1.54,18,佩斯卡拉,1,0,0,14,6
3772,0,lred,2.23,博洛尼亚,707,371934,桑普多,博洛尼亚,赢,5,3.11,468,2012-11-25 22:00,平手/半球,3.25,14,桑普多利亚,0,1,0,14,15
3773,0,lred,3.07,佛罗伦萨,803,371935,都  灵,佛罗伦萨,赢半,5,3.07,776,2012-11-25 22:00,受平手/半球,2.35,13,都灵,2,2,1,14,3
3774,0,lred,3.23,尤文图斯,1330,371930,AC米兰,尤文图斯,赢,5,3.22,210,2012-11-26 03:45,受平手/半球,2.21,13,AC米兰,0,1,1,14,1
3775,0,lblue,2.81,那不勒斯,1125,371927,卡利亚,那不勒斯,输,5,3.11,917,2012-11-27 02:00,平手,2.52,13,卡利亚里,1,0,0,14,4
3776,0,lred,2.89,国际米兰,846,371932,帕尔马,国际米兰,赢,5,3.22,1149,2012-11-27 04:00,平手,2.40,10,帕尔马,0,1,0,14,3
3777,0,lred,1.85,乌迪内斯,1276,371929,拉齐奥,乌迪内斯,赢,5,3.37,964,2012-11-28 03:45,半球,4.25,6,拉齐奥,0,3,2,14,11
3778,0,lblue,3.12,AC米兰,210,371937,卡塔尼,AC米兰,输,5,3.20,923,2012-12-01 03:45,受平手/半球,2.26,8,卡塔尼亚,3,1,1,15,9
3779,0,lred,1.35,都灵,776,371941,尤文图斯,都  灵,赢,5,4.57,1330,2012-12-02 03:45,球半,8.96,1,尤文图斯,0,3,0,15,14
3780,1,lred,1.20,佩斯卡拉,1156,371943,那不勒斯,佩斯卡,赢,5,6.13,1125,2012-12-02 19:30,球半/两球,13.17,2,那不勒斯,1,5,2,15,20
3781,0,lred,2.30,亚特兰大,1308,371936,博洛尼亚,亚特兰大,赢,5,3.09,707,2012-12-02 22:00,平手/半球,3.13,19,博洛尼亚,1,2,1,15,10
3782,3,lblue,2.16,切沃,1174,371939,热那亚,切 沃,输,5,3.13,1179,2012-12-02 22:00,平手/半球,3.42,16,热那亚,4,2,1,15,17
3783,0,lblue,1.41,巴勒莫,645,371940,国际米兰,巴勒莫,输半,5,4.33,846,2012-12-02 22:00,一球/球半,7.37,4,国际米兰,0,1,0,15,15
3784,0,lred,1.80,帕尔马,1149,371942,拉齐奥,帕尔马,赢,5,3.41,964,2012-12-02 22:00,半球,4.39,5,拉齐奥,1,2,2,15,8
3785,0,lblue,3.33,罗马,1032,371944,锡耶纳,罗 马,输,5,3.58,1294,2012-12-02 22:00,受半球,2.02,18,锡耶纳,3,1,1,15,6
3786,0,lred,2.08,卡利亚里,917,371945,乌迪内斯,卡利亚,赢,5,3.17,1276,2012-12-02 22:00,半球,3.59,12,乌迪内斯,1,4,2,15,13
3787,0,lblue,1.48,桑普多利亚,468,371938,佛罗伦萨,桑普多,输,5,3.86,803,2012-12-03 03:45,一球,7.06,5,佛罗伦萨,2,2,1,15,12
3788,1,lred,2.27,帕尔马,1149,371946,亚特兰大,帕尔马,赢,5,3.14,1308,2012-12-09 01:00,平手/半球,3.17,11,亚特兰大,1,2,2,16,8
3789,1,lred,1.97,佛罗伦萨,803,371952,罗 马,佛罗伦萨,赢,5,3.64,1032,2012-12-09 03:45,半球,3.44,6,罗马,2,4,3,16,4
3790,0,lblue,1.90,切沃,1174,371948,卡利亚,切 沃,输,5,3.24,917,2012-12-09 22:00,半球,4.16,13,卡利亚里,2,0,0,16,15
3791,0,lblue,5.40,尤文图斯,1330,371950,巴勒莫,尤文图斯,输半,5,3.73,645,2012-12-09 22:00,受半球/一球,1.61,17,巴勒莫,1,0,0,16,1
3792,0,lred,2.69,热那亚,1179,371951,佩斯卡,热那亚,赢,5,3.18,1156,2012-12-09 22:00,平手,2.57,20,佩斯卡拉,0,2,0,16,18
3793,0,lblue,2.27,卡塔尼亚,923,371954,锡耶纳,卡塔尼,输,5,3.10,1294,2012-12-09 22:00,平手/半球,3.20,19,锡耶纳,3,1,1,16,10
3794,1,lblue,3.50,AC米兰,210,371955,都  灵,AC米兰,输,5,3.21,776,2012-12-09 22:00,受平手/半球,2.09,14,都灵,4,2,1,16,7
3795,0,lred,2.28,那不勒斯,1125,371949,国际米兰,那不勒斯,赢,5,3.22,846,2012-12-10 03:45,平手/半球,3.07,3,国际米兰,1,2,2,16,2
3796,2,lblue,2.47,乌迪内斯,1276,371953,桑普多,乌迪内斯,输,5,3.09,468,2012-12-11 02:00,平手,2.88,13,桑普多利亚,2,0,0,16,11
3797,0,lgreen,2.80,拉齐奥,964,371947,博洛尼亚,拉齐奥,走盘,5,3.11,707,2012-12-11 04:00,平手,2.52,16,博洛尼亚,0,0,0,16,6
3798,1,lblue,1.79,巴勒莫,645,371965,乌迪内斯,巴勒莫,输,5,3.41,1276,2012-12-16 01:00,半球,4.48,8,乌迪内斯,1,1,0,17,17
3799,0,lred,2.42,国际米兰,846,371961,拉齐奥,国际米兰,赢,5,3.22,964,2012-12-16 03:45,平手/半球,2.85,4,拉齐奥,0,1,0,17,2
3800,0,lred,1.42,锡耶纳,1294,371958,佛罗伦萨,锡耶纳,赢,5,4.07,803,2012-12-16 19:30,一球/球半,8.03,6,佛罗伦萨,1,4,3,17,20
3801,1,lred,1.85,桑普多利亚,468,371956,卡塔尼,桑普多,赢,5,3.34,923,2012-12-16 22:00,半球,4.21,9,卡塔尼亚,1,3,0,17,13
3802,0,lred,3.66,罗马,1032,371957,切 沃,罗 马,赢,5,3.65,1174,2012-12-16 22:00,受半球,1.89,12,切沃,0,1,0,17,5
3803,1,lblue,2.38,都灵,776,371959,热那亚,都  灵,输半,5,3.12,1179,2012-12-16 22:00,平手/半球,2.97,19,热那亚,1,1,1,17,16
3804,0,lred,1.24,亚特兰大,1308,371960,尤文图斯,亚特兰大,赢,5,5.44,1330,2012-12-16 22:00,球半/两球,11.92,1,尤文图斯,0,3,3,17,10
3805,0,lred,1.19,佩斯卡拉,1156,371962,AC米兰,佩斯卡,赢,5,6.19,210,2012-12-16 22:00,两球,13.79,7,AC米兰,1,4,1,17,18
3806,1,lred,1.97,卡利亚里,917,371964,帕尔马,卡利亚,赢,5,3.24,1149,2012-12-16 22:00,半球,3.82,11,帕尔马,1,4,1,17,14
3807,1,lblue,1.37,博洛尼亚,707,371963,那不勒斯,博洛尼亚,输,5,4.36,1125,2012-12-17 03:45,一球/球半,8.57,3,那不勒斯,3,2,0,17,16
3808,1,lred,3.20,卡塔尼亚,923,371971,佩斯卡,卡塔尼,赢,5,3.17,1156,2012-12-22 01:00,受平手/半球,2.23,18,佩斯卡拉,1,2,1,18,8
3809,0,lblue,7.86,尤文图斯,1330,371968,卡利亚,尤文图斯,输,5,4.27,917,2012-12-22 03:45,受一球/球半,1.40,16,卡利亚里,3,1,1,18,1
3810,0,lblue,1.35,热那亚,1179,371969,国际米兰,热那亚,输,5,4.63,846,2012-12-22 19:30,一球/球半,8.63,2,国际米兰,1,1,0,18,19
3811,1,lblue,2.21,乌迪内斯,1276,371966,亚特兰大,乌迪内斯,输半,5,3.15,1308,2012-12-22 22:00,平手/半球,3.26,12,亚特兰大,1,1,1,18,9
3812,0,lblue,2.28,帕尔马,1149,371967,博洛尼亚,帕尔马,输,5,3.15,707,2012-12-22 22:00,平手/半球,3.10,13,博洛尼亚,2,1,0,18,10
3813,0,lblue,3.03,佛罗伦萨,803,371970,巴勒莫,佛罗伦萨,输,5,3.14,645,2012-12-22 22:00,受平手/半球,2.33,17,巴勒莫,3,0,0,18,5
3814,1,lblue,3.05,拉齐奥,964,371973,桑普多,拉齐奥,输,5,3.11,468,2012-12-22 22:00,受平手/半球,2.34,14,桑普多利亚,1,0,0,18,4
3815,0,lblue,3.96,那不勒斯,1125,371974,锡耶纳,那不勒斯,输,5,3.30,1294,2012-12-22 22:00,受半球,1.92,20,锡耶纳,2,0,0,18,3
3816,0,lred,2.12,切沃,1174,371975,都  灵,切 沃,赢,5,3.12,776,2012-12-22 22:00,平手/半球,3.52,15,都灵,0,2,2,18,11
3817,0,lred,2.26,AC米兰,210,371972,罗 马,AC米兰,赢,5,3.61,1032,2012-12-23 03:45,平手/半球,2.83,6,罗马,2,4,3,18,7
3818,0,lblue,1.93,都灵,776,371976,卡塔尼,都  灵,输,5,3.23,923,2013-01-06 01:00,半球,4.04,9,卡塔尼亚,0,0,0,19,13
3819,0,lgreen,1.52,卡利亚里,917,371981,拉齐奥,卡利亚,走盘,5,3.86,964,2013-01-06 03:45,一球,6.42,3,拉齐奥,1,2,0,19,17
3820,0,lred,2.83,国际米兰,846,371985,乌迪内斯,国际米兰,赢,5,3.18,1276,2013-01-06 19:30,平手,2.45,10,乌迪内斯,0,3,0,19,5
3821,0,lred,2.28,亚特兰大,1308,371977,切 沃,亚特兰大,赢,5,3.05,1174,2013-01-06 22:00,平手/半球,3.23,12,切沃,0,1,1,19,11
3822,0,lblue,1.22,佩斯卡拉,1156,371978,佛罗伦萨,佩斯卡,输,5,5.82,803,2013-01-06 22:00,球半/两球,12.42,4,佛罗伦萨,2,0,0,19,16
3823,0,lred,2.27,博洛尼亚,707,371979,热那亚,博洛尼亚,赢,5,3.14,1179,2013-01-06 22:00,平手/半球,3.15,19,热那亚,0,2,0,19,14
3824,0,lblue,1.19,桑普多利亚,468,371980,尤文图斯,桑普多,输,5,6.13,1330,2013-01-06 22:00,两球,14.54,1,尤文图斯,2,1,1,19,15
3825,0,lblue,1.30,锡耶纳,1294,371982,AC米兰,锡耶纳,输,5,4.89,210,2013-01-06 22:00,球半,9.69,7,AC米兰,1,2,0,19,20
3826,0,lred,1.74,巴勒莫,645,371984,帕尔马,巴勒莫,赢半,5,3.49,1149,2013-01-06 22:00,半球/一球,4.72,8,帕尔马,1,2,0,19,18
3827,0,lred,2.06,罗马,1032,371983,那不勒斯,罗 马,赢,5,3.67,1125,2013-01-07 03:45,平手/半球,3.15,3,那不勒斯,1,4,1,19,6
3828,0,lred,2.04,切沃,1174,371987,博洛尼亚,切 沃,赢,5,3.14,707,2013-01-13 01:00,半球,3.75,16,博洛尼亚,0,4,2,20,11
3829,0,lred,1.27,佩斯卡拉,1156,371993,国际米兰,佩斯卡,赢,5,5.44,846,2013-01-13 03:45,球半,9.85,5,国际米兰,0,2,1,20,15
3830,1,lred,2.15,锡耶纳,1294,371995,都  灵,锡耶纳,赢,5,3.12,776,2013-01-13 19:30,平手/半球,3.44,13,都灵,2,3,3,20,20
3831,0,lred,1.63,亚特兰大,1308,371986,拉齐奥,亚特兰大,赢,5,3.60,964,2013-01-13 22:00,半球/一球,5.42,3,拉齐奥,0,2,0,20,12
3832,1,lred,2.79,佛罗伦萨,803,371988,乌迪内斯,佛罗伦萨,赢,5,3.18,1276,2013-01-13 22:00,受平手/半球,2.48,9,乌迪内斯,1,3,1,20,4
3833,0,lred,1.94,热那亚,1179,371989,卡利亚,热那亚,赢,5,3.29,917,2013-01-13 22:00,半球,3.90,18,卡利亚里,1,2,0,20,17
3834,0,lred,4.70,尤文图斯,1330,371990,帕尔马,尤文图斯,赢,5,3.47,1149,2013-01-13 22:00,受半球/一球,1.74,8,帕尔马,1,1,0,20,1
3835,0,lred,1.33,巴勒莫,645,371992,那不勒斯,巴勒莫,赢,5,4.75,1125,2013-01-13 22:00,一球/球半,8.90,2,那不勒斯,0,3,2,20,19
3836,0,lred,2.94,罗马,1032,371994,卡塔尼,罗 马,赢,5,3.59,923,2013-01-13 22:00,受平手/半球,2.18,10,卡塔尼亚,0,1,0,20,6
3837,0,lred,3.76,AC米兰,210,371991,桑普多,AC米兰,赢,5,3.27,468,2013-01-14 03:45,受半球,1.98,15,桑普多利亚,0,0,0,20,7
3838,1,lgreen,2.85,拉齐奥,964,372000,巴勒莫,拉齐奥,走盘,5,3.15,645,2013-01-20 01:00,平手,2.45,19,巴勒莫,2,2,0,21,3
3839,0,lred,1.35,乌迪内斯,1276,372005,尤文图斯,乌迪内斯,赢,5,4.59,1330,2013-01-20 03:45,球半,8.47,1,尤文图斯,0,4,1,21,8
3840,1,lblue,2.34,那不勒斯,1125,372001,佛罗伦萨,那不勒斯,输半,5,3.20,803,2013-01-20 19:30,平手/半球,2.97,5,佛罗伦萨,1,1,1,21,2
3841,0,lgreen,1.44,博洛尼亚,707,371996,AC米兰,博洛尼亚,走盘,5,4.10,210,2013-01-20 22:00,一球,7.34,7,AC米兰,1,2,0,21,14
3842,1,lblue,2.25,卡塔尼亚,923,371998,热那亚,卡塔尼,输,5,3.23,1179,2013-01-20 22:00,平手/半球,3.10,18,热那亚,2,0,0,21,10
3843,1,lred,2.72,帕尔马,1149,372002,切 沃,帕尔马,赢半,5,3.05,1174,2013-01-20 22:00,受平手/半球,2.62,11,切沃,1,1,0,21,9
3844,0,lred,2.39,桑普多利亚,468,372003,锡耶纳,桑普多,赢,5,3.09,1294,2013-01-20 22:00,平手/半球,3.00,20,锡耶纳,0,1,0,21,15
3845,2,lblue,2.66,都灵,776,372004,佩斯卡,都  灵,输,5,3.07,1156,2013-01-20 22:00,平手,2.67,16,佩斯卡拉,2,0,0,21,12
3846,1,lblue,2.03,卡利亚里,917,371997,亚特兰大,卡利亚,输,5,3.15,1308,2013-01-20 22:30,半球,3.74,13,亚特兰大,1,1,0,21,17
3847,1,lblue,1.86,国际米兰,846,371999,罗 马,国际米兰,输,5,3.85,1032,2013-01-21 03:45,半球,3.62,7,罗马,1,1,1,21,4
3848,0,lblue,1.57,切沃,1174,372006,拉齐奥,切 沃,输,5,3.62,964,2013-01-27 01:00,半球/一球,6.14,3,拉齐奥,1,0,0,22,12
3849,0,lblue,1.18,热那亚,1179,372008,尤文图斯,热那亚,输,5,6.43,1330,2013-01-27 03:45,两球,13.74,1,尤文图斯,1,1,0,22,18
3850,2,lred,2.92,罗马,1032,372013,博洛尼亚,罗 马,赢半,5,3.51,707,2013-01-27 19:30,受平手/半球,2.22,14,博洛尼亚,3,3,2,22,7
3851,1,lred,2.97,佛罗伦萨,803,372007,卡塔尼,佛罗伦萨,赢,5,3.21,923,2013-01-27 22:00,受平手/半球,2.33,8,卡塔尼亚,1,2,0,22,5
3852,1,lblue,3.46,AC米兰,210,372009,亚特兰大,AC米兰,输,5,3.23,1308,2013-01-27 22:00,受半球,2.08,13,亚特兰大,1,0,0,22,6
3853,1,lblue,2.90,那不勒斯,1125,372010,帕尔马,那不勒斯,输,5,3.19,1149,2013-01-27 22:00,受平手/半球,2.39,9,帕尔马,2,1,0,22,2
3854,1,lblue,1.95,巴勒莫,645,372011,卡利亚,巴勒莫,输,5,3.29,917,2013-01-27 22:00,半球,3.85,16,卡利亚里,1,1,0,22,19
3855,0,lred,1.62,佩斯卡拉,1156,372012,桑普多,佩斯卡,赢,5,3.57,468,2013-01-27 22:00,半球/一球,5.56,15,桑普多利亚,0,6,2,22,17
3856,0,lred,1.67,锡耶纳,1294,372014,乌迪内斯,锡耶纳,赢半,5,3.50,1276,2013-01-27 22:00,半球/一球,5.20,10,乌迪内斯,0,1,1,22,20
3857,1,lblue,1.59,都灵,776,372015,国际米兰,都  灵,输,5,3.63,846,2013-01-28 03:45,半球/一球,5.75,4,国际米兰,2,2,1,22,12
3858,1,lblue,1.47,卡利亚里,917,372018,罗 马,卡利亚,输,5,4.34,1032,2013-02-02 03:45,一球/球半,6.20,8,罗马,4,2,1,23,16
3859,0,lblue,2.09,桑普多利亚,468,372024,都  灵,桑普多,输,5,3.13,776,2013-02-03 01:00,半球,3.58,12,都灵,0,0,0,23,13
3860,0,lred,1.45,卡塔尼亚,923,372019,那不勒斯,卡塔尼,赢,5,4.18,1125,2013-02-03 03:45,一球/球半,6.80,2,那不勒斯,0,2,2,23,7
3861,2,lgreen,5.88,尤文图斯,1330,372021,切 沃,尤文图斯,走盘,5,3.65,1174,2013-02-03 19:30,受一球,1.58,11,切沃,2,1,0,23,1
3862,0,lblue,2.13,亚特兰大,1308,372016,巴勒莫,亚特兰大,输,5,3.16,645,2013-02-03 22:00,平手/半球,3.44,19,巴勒莫,2,1,0,23,15
3863,1,lblue,3.01,博洛尼亚,707,372017,佩斯卡,博洛尼亚,输,5,3.16,1156,2013-02-03 22:00,受平手/半球,2.33,17,佩斯卡拉,3,2,2,23,16
3864,1,lred,3.60,国际米兰,846,372020,锡耶纳,国际米兰,赢,5,3.21,1294,2013-02-03 22:00,受平手/半球,2.05,20,锡耶纳,1,3,2,23,4
3865,0,lred,2.85,拉齐奥,964,372022,热那亚,拉齐奥,赢,5,3.13,1179,2013-02-03 22:00,平手,2.45,18,热那亚,2,3,2,23,3
3866,0,lred,1.69,帕尔马,1149,372023,佛罗伦萨,帕尔马,赢,5,3.53,803,2013-02-03 22:00,半球/一球,4.94,6,佛罗伦萨,0,2,1,23,10
3867,0,lgreen,1.52,乌迪内斯,1276,372025,AC米兰,乌迪内斯,走盘,5,3.88,210,2013-02-04 03:45,一球,6.34,6,AC米兰,1,2,1,23,9
3868,0,lred,1.63,佛罗伦萨,803,372028,尤文图斯,佛罗伦萨,赢,5,3.65,1330,2013-02-10 01:00,半球/一球,5.39,1,尤文图斯,0,2,2,24,6
3869,0,lgreen,2.79,那不勒斯,1125,372031,拉齐奥,那不勒斯,走盘,5,3.15,964,2013-02-10 03:45,平手,2.50,3,拉齐奥,1,1,1,24,2
3870,0,lblue,1.81,热那亚,1179,372029,帕尔马,热那亚,输,5,3.39,1149,2013-02-10 19:30,半球,4.35,10,帕尔马,0,0,0,24,17
3871,0,lblue,2.20,卡塔尼亚,923,372026,亚特兰大,卡塔尼,输半,5,3.19,1308,2013-02-10 22:00,平手/半球,3.25,13,亚特兰大,0,0,0,24,7
3872,0,lred,4.20,AC米兰,210,372030,卡利亚,AC米兰,赢,5,3.41,917,2013-02-10 22:00,受半球,1.84,16,卡利亚里,1,1,1,24,4
3873,0,lblue,1.49,佩斯卡拉,1156,372032,巴勒莫,佩斯卡,输,5,3.96,645,2013-02-10 22:00,一球/球半,6.71,20,巴勒莫,1,1,0,24,18
3874,0,lred,3.12,罗马,1032,372033,桑普多,罗 马,赢,5,3.37,468,2013-02-10 22:00,受平手/半球,2.18,15,桑普多利亚,1,3,0,24,8
3875,1,lblue,1.86,锡耶纳,1294,372034,博洛尼亚,锡耶纳,输,5,3.33,707,2013-02-10 22:00,半球,4.19,14,博洛尼亚,1,1,1,24,19
3876,0,lred,1.95,都灵,776,372035,乌迪内斯,都  灵,赢,5,3.24,1276,2013-02-10 22:00,半球,3.91,9,乌迪内斯,0,1,1,24,11
3877,1,lred,1.57,切沃,1174,372027,国际米兰,切 沃,赢,5,3.71,846,2013-02-11 03:45,一球,5.85,5,国际米兰,1,3,2,24,13
3878,0,lgreen,1.47,帕尔马,1149,372043,AC米兰,帕尔马,走盘,5,4.02,210,2013-02-16 03:45,一球,6.88,5,AC米兰,1,2,1,25,10
3879,1,lblue,2.18,巴勒莫,645,372042,切 沃,巴勒莫,输半,5,3.14,1174,2013-02-17 01:00,平手/半球,3.37,13,切沃,1,1,0,25,20
3880,0,lred,3.30,尤文图斯,1330,372040,罗 马,尤文图斯,赢,5,3.39,1032,2013-02-17 03:45,受平手/半球,2.10,9,罗马,0,1,0,25,1
3881,0,lred,2.07,亚特兰大,1308,372036,都  灵,亚特兰大,赢,5,3.09,776,2013-02-17 22:00,平手/半球,3.71,12,都灵,1,2,1,25,14
3882,0,lred,1.99,博洛尼亚,707,372037,卡塔尼,博洛尼亚,赢,5,3.26,923,2013-02-17 22:00,半球,3.76,8,卡塔尼亚,0,1,1,25,15
3883,0,lblue,3.02,卡利亚里,917,372038,佩斯卡,卡利亚,输,5,3.19,1156,2013-02-17 22:00,受平手/半球,2.32,18,佩斯卡拉,2,0,0,25,16
3884,0,lblue,1.42,桑普多利亚,468,372044,那不勒斯,桑普多,输,5,4.23,1125,2013-02-17 22:00,一球/球半,7.46,2,那不勒斯,0,0,0,25,11
3885,0,lred,2.30,乌迪内斯,1276,372045,热那亚,乌迪内斯,赢,5,3.17,1179,2013-02-17 22:00,平手/半球,3.08,17,热那亚,0,1,1,25,7
3886,0,lred,1.95,国际米兰,846,372039,佛罗伦萨,国际米兰,赢,5,3.38,803,2013-02-18 03:45,半球,3.78,6,佛罗伦萨,1,4,2,25,5
3887,0,lred,3.01,拉齐奥,964,372041,锡耶纳,拉齐奥,赢,5,3.10,1294,2013-02-19 03:45,受平手/半球,2.39,20,锡耶纳,0,3,2,25,4
3888,0,lblue,2.04,热那亚,1179,372049,巴勒莫,热那亚,输,5,3.28,645,2013-02-24 03:45,半球,3.59,20,巴勒莫,0,0,0,26,17
3889,0,lred,1.96,切沃,1174,372047,桑普多,切 沃,赢,5,3.22,468,2013-02-24 19:30,半球,3.92,12,桑普多利亚,0,2,1,26,13
3890,2,lblue,2.03,卡塔尼亚,923,372046,帕尔马,卡塔尼,输,5,3.22,1149,2013-02-24 22:00,半球,3.65,10,帕尔马,2,1,0,26,7
3891,2,lblue,2.96,罗马,1032,372053,亚特兰大,罗 马,输,5,3.25,1308,2013-02-24 22:00,受平手/半球,2.32,15,亚特兰大,3,2,2,26,8
3892,0,lred,1.19,锡耶纳,1294,372054,尤文图斯,锡耶纳,赢,5,6.27,1330,2013-02-24 22:00,球半/两球,13.29,1,尤文图斯,0,3,1,26,18
3893,0,lred,2.19,都灵,776,372055,卡利亚,都  灵,赢,5,3.09,917,2013-02-24 22:00,平手/半球,3.38,14,卡利亚里,3,4,1,26,11
3894,1,lred,3.45,AC米兰,210,372050,国际米兰,AC米兰,赢,5,3.32,846,2013-02-25 03:45,受半球,2.09,5,国际米兰,1,1,0,26,3
3895,0,lred,2.93,那不勒斯,1125,372051,乌迪内斯,那不勒斯,赢半,5,3.21,1276,2013-02-26 02:00,受平手/半球,2.37,9,乌迪内斯,0,0,0,26,2
3896,0,lred,1.24,佩斯卡拉,1156,372052,拉齐奥,佩斯卡,赢,5,5.54,964,2013-02-26 04:00,球半,11.42,5,拉齐奥,0,2,2,26,19
3897,1,lred,3.15,佛罗伦萨,803,372048,博洛尼亚,佛罗伦萨,赢,5,3.22,707,2013-02-27 03:00,受平手/半球,2.23,16,博洛尼亚,1,2,0,26,6
3898,1,lred,2.86,尤文图斯,1330,372061,那不勒斯,尤文图斯,赢半,5,3.20,1125,2013-03-02 03:45,受平手/半球,2.45,2,那不勒斯,1,1,1,27,1
